ROI,stat,pvalue,holm_pvalue,significant
285,0.6252566242899986,4.573190053204651e-06,0.0005396364262781488,True
55,0.6215999372331847,4.861232521645104e-06,0.0005472896354336027,True
176,0.6216379401140736,4.858147270374259e-06,0.0005472896354336027,True
322,0.6222279752639344,4.810496796068195e-06,0.0005472896354336027,True
243,0.622718855251028,4.77121158953789e-06,0.0005472896354336027,True
39,0.6232651986265988,4.727866110449111e-06,0.0005472896354336027,True
98,0.6236698899589446,4.696013917516903e-06,0.0005472896354336027,True
184,0.6239039610588515,4.6776891917401945e-06,0.0005472896354336027,True
276,0.6192053690781273,5.05965325225779e-06,0.0005565618577483568,True
68,0.6184859200986353,5.120842040704474e-06,0.0005581717824367877,True
324,0.6178327372957746,5.177037924880099e-06,0.0005591200958870507,True
264,0.6074024924965652,6.163061140057087e-06,0.0005876366530665733,True
172,0.6086001390125132,6.04087776053732e-06,0.0005876366530665733,True
325,0.6062727390353491,6.280591001448763e-06,0.0005876366530665733,True
34,0.6092724836841539,5.973354092590681e-06,0.0005876366530665733,True
263,0.6108623391232919,5.816682844387621e-06,0.0005876366530665733,True
132,0.6115615558072018,5.749091236790125e-06,0.0005876366530665733,True
149,0.611855877072428,5.720876186189586e-06,0.0005876366530665733,True
14,0.6119295779934418,5.7138326473454715e-06,0.0005876366530665733,True
59,0.6136938947537909,5.547791985136458e-06,0.0005876366530665733,True
33,0.6125771105751133,5.652321447709516e-06,0.0005876366530665733,True
188,0.6125913590284572,5.650975440888278e-06,0.0005876366530665733,True
3,0.6128076047926944,5.630586827134239e-06,0.0005876366530665733,True
162,0.6128980650502155,5.622079749433596e-06,0.0005876366530665733,True
195,0.6141885849832744,5.50211183903997e-06,0.0005876366530665733,True
2,0.614299395715813,5.491931337070778e-06,0.0005876366530665733,True
153,0.6121991713283248,5.688141895083766e-06,0.0005876366530665733,True
80,0.6041480427922203,6.507755028959986e-06,0.0005922057076353588,True
36,0.6022604193086896,6.716482198899737e-06,0.0006044833979009763,True
138,0.6017524840636167,6.773786654736246e-06,0.0006044833979009763,True
185,0.6015340611637355,6.798579440838818e-06,0.0006044833979009763,True
242,0.6015012664828058,6.802309762276068e-06,0.0006044833979009763,True
191,0.6012169620496834,6.834734988743615e-06,0.0006044833979009763,True
247,0.6011901768421328,6.837797856361326e-06,0.0006044833979009763,True
100,0.5982913310195568,7.177555239869654e-06,0.0006044833979009763,True
206,0.59593001275035,7.466800676368011e-06,0.0006153126860457367,True
47,0.5963589233324047,7.4134058559727316e-06,0.0006153126860457367,True
9,0.5942968495027121,7.673670063536713e-06,0.0006215672751464737,True
102,0.5939318359962839,7.720686702953279e-06,0.0006215672751464737,True
182,0.5924428786969711,7.91549123544579e-06,0.0006253238076002174,True
303,0.5908355448255094,8.131326024073536e-06,0.0006342434298777358,True
6,0.5908163670884023,8.133936587383993e-06,0.0006342434298777358,True
293,0.5906367379187859,8.15842943736531e-06,0.0006342434298777358,True
129,0.584231184181668,9.081981818246567e-06,0.0006506934161435106,True
169,0.5844831091740142,9.043749712432626e-06,0.0006506934161435106,True
96,0.5862659294349247,8.777767537697437e-06,0.0006506934161435106,True
12,0.5865809470597689,8.731592601826817e-06,0.0006506934161435106,True
210,0.5868755880997432,8.688625178205422e-06,0.0006506934161435106,True
157,0.5869630453422015,8.675912215246809e-06,0.0006506934161435106,True
94,0.5798719747477613,9.769837870288917e-06,0.0006741188130499352,True
22,0.5767462926059059,1.0295033990916104e-05,0.000700062311382295,True
70,0.5762625408698395,1.0378812861472898e-05,0.000700062311382295,True
154,0.5720092631067782,1.1145527338378857e-05,0.0007356048043330046,True
56,0.570474891242519,1.1435868349221599e-05,0.0007433314426994039,True
26,0.5697755154851228,1.157071571671029e-05,0.0007433314426994039,True
186,0.5678593161765401,1.1948417601230517e-05,0.0007498608656426275,True
60,0.5680887291016445,1.190255342289885e-05,0.0007498608656426275,True
211,0.563883108983998,1.2772140529297389e-05,0.0007791005722871408,True
167,0.5638080094070737,1.2788235186780946e-05,0.0007791005722871408,True
141,0.5630567219589178,1.2950369617353881e-05,0.0007791005722871408,True
259,0.561324860831658,1.3332028977861025e-05,0.0007791005722871408,True
265,0.558217364468696,1.404538888662786e-05,0.000800587166537788,True
84,0.5533112452738487,1.5250507932604627e-05,0.0008139725713362443,True
10,0.5480311353732201,1.666381806318504e-05,0.0008139725713362443,True
43,0.5511121773982078,1.5823878343028986e-05,0.0008139725713362443,True
131,0.5519549495955381,1.560162397408169e-05,0.0008139725713362443,True
67,0.552459243877229,1.5470134560327466e-05,0.0008139725713362443,True
291,0.5547503944133702,1.4886616588075288e-05,0.0008139725713362443,True
312,0.5553685811287975,1.4732996633462251e-05,0.0008139725713362443,True
44,0.5556321235931146,1.4667991105150304e-05,0.0008139725713362443,True
13,0.556174043992912,1.453522448814722e-05,0.0008139725713362443,True
279,0.544088786534241,1.7804213620064584e-05,0.0008367980401430354,True
11,0.5434127849664776,1.8007489669286485e-05,0.0008367980401430354,True
233,0.537283564694758,1.9960338107872515e-05,0.0008982152148542632,True
152,0.5366631577637562,2.0169500608128657e-05,0.0008982152148542632,True
116,0.5299760759943148,2.256868370338105e-05,0.0009523129728462284,True
294,0.5300665846529058,2.2534369325419315e-05,0.0009523129728462284,True
315,0.5310985374553779,2.214681332200531e-05,0.0009523129728462284,True
213,0.5308598655574986,2.2235848432385796e-05,0.0009523129728462284,True
295,0.5219698030015425,2.5821446494212028e-05,0.0010070364132742692,True
277,0.5210948359359099,2.6204340611574293e-05,0.0010070364132742692,True
48,0.5195194593565533,2.6908183100945444e-05,0.0010070364132742692,True
112,0.515904203207888,2.8596070903316227e-05,0.0010294585525193842,True
198,0.5092589136717237,3.198114456820659e-05,0.0011193400598872307,True
52,0.506363801030762,3.3579204910700066e-05,0.0011416929669638024,True
326,0.49550244935006676,4.032397920913234e-05,0.001330691313901367,True
304,0.4954185800994029,4.038104059808251e-05,0.001330691313901367,True
221,0.48225690507598956,5.042084774068491e-05,0.0015630462799612322,True
189,0.4782954205987563,5.390858405021266e-05,0.0016172575215063797,True
280,0.47769563449645586,5.4457390707320315e-05,0.0016172575215063797,True
90,0.47643776142834887,5.562666609380208e-05,0.0016172575215063797,True
139,0.47256660898863345,5.938598445069916e-05,0.0016172575215063797,True
50,0.4652769934604723,6.717280551676455e-05,0.0017464929434358783,True
163,0.4426216738979046,9.857031540990056e-05,0.00196872766105635,True
103,0.4500160808992248,8.69646083675828e-05,0.00196872766105635,True
58,0.43384964109724594,0.00011437778054966676,0.00196872766105635,True
219,0.4368458042091194,0.00010871051117928408,0.00196872766105635,True
193,0.44706643043835237,9.141957437934504e-05,0.00196872766105635,True
288,0.4557117092176254,7.897074768411828e-05,0.00196872766105635,True
130,0.4509676253192325,8.557457102407842e-05,0.00196872766105635,True
181,0.4558777762065573,7.874910644225399e-05,0.00196872766105635,True
299,0.4474266241095637,9.08634806442455e-05,0.00196872766105635,True
275,0.4210062109847647,0.00014224348715041808,0.0022758957944066893,True
208,0.4165029898869131,0.00015355591845783582,0.002303338776867537,True
35,0.4134636131768301,0.00016169904991310255,0.002303338776867537,True
23,0.40497252379540827,0.00018682902125256976,0.0024287772762834068,True
45,0.40269882491203357,0.0001942025172719673,0.0024287772762834068,True
49,0.397144339774644,0.000213472559037086,0.0024287772762834068,True
212,0.38125841723702103,0.0002799088862531875,0.002520842659907139,True
128,0.38739294842757344,0.0002520842659907139,0.002520842659907139,True
125,0.36305356462551,0.00038210832865976085,0.00262158213854969,True
46,0.3623531125536828,0.00038671805968819355,0.00262158213854969,True
266,0.37203263625918637,0.00032769776731871123,0.00262158213854969,True
136,0.3678240404671405,0.0003521533063962888,0.00262158213854969,True
18,0.3594948221837992,0.00040611765984167544,0.00262158213854969,True
302,0.297153889703693,0.0011879938132915195,0.0028016983467632666,True
311,0.3110698288359273,0.0009338994489210889,0.0028016983467632666,True
209,0.28986900612367905,0.0013478581934580694,0.0028016983467632666,True
