roi,metric,statistic,pvalue
1156,volume_mm3,27491.1598103919,9.99999000001e-07
1142,adc,71429648815.6741,9.99999000001e-07
1137,rd,44530743272.6223,9.99999000001e-07
75,volume_mm3,1092.79131031804,7.999992000008e-06
26,adc,1156831952874.85,9.99999000001e-07
161,rd,163287379.474595,9.99999000001e-07
5,volume_mm3,5.63711985656735,3.5999964000036e-05
1080,fa,947.743813180605,0.0001219998780001
1009,fa,1292.68186874108,9.99999000001e-07
140,fa,1130.33109364106,9.99999000001e-07
96,adc,413433834239.691,9.99999000001e-07
145,volume_mm3,1519.26354044951,9.99999000001e-07
1001,adc,43564759876.7278,9.99999000001e-07
1115,fa,24171.0885565569,9.99999000001e-07
1044,fa,7525.86941202045,9.99999000001e-07
1066,rd,35765431085.6169,1.1999988000012e-05
34,fa,9037.03325344172,3.999996000004e-06
1121,volume_mm3,3.80520373367214,9.99999000001e-07
20,rd,15523471251.996,8.999991000009e-06
1150,fa,8433.62362588802,9.99999000001e-07
61,adc,92317237557.7206,9.99999000001e-07
104,fa,14897.7036432869,0.0016709983290016
1107,adc,5008740138.04006,0.186508813491187
132,adc,49785053486.5729,9.99999000001e-07
126,rd,3319934606.10918,0.0037419962580037
1101,rd,86609239457.7034,9.99999000001e-07
69,fa,42657.7397923188,9.99999000001e-07
1031,rd,10388216221.356,9.99999000001e-07
39,volume_mm3,328.622575122642,9.99999000001e-07
1036,adc,70209750800.7483,9.99999000001e-07
1015,volume_mm3,1.80543068209769,9.99999000001e-07
1072,adc,3630231645.9088,0.133331866668133
1085,volume_mm3,12.0465789275646,9.99999000001e-07
91,rd,461280879236.908,9.99999000001e-07
55,rd,90911680242.93,9.99999000001e-07
1143,adc,37752710859.8477,9.99999000001e-07
1051,volume_mm3,0.0256900764666142,0.0044319955680044
76,volume_mm3,306.310931712478,9.99999000001e-07
1157,volume_mm3,549.90388085018,0.0006889993110006
111,volume_mm3,2292.2710160898,9.99999000001e-07
62,adc,3164925037.51348,1.999998000002e-06
1151,fa,2748.17474722084,9.99999000001e-07
1116,fa,20285.0745478217,9.99999000001e-07
1045,fa,93553.789482752,9.99999000001e-07
6,volume_mm3,182.904312702111,0.0001369998630001
162,rd,589552440733.126,9.99999000001e-07
27,adc,84270750208.3159,9.99999000001e-07
1032,rd,42341523596.6785,9.99999000001e-07
97,adc,341154272288.97,9.99999000001e-07
141,fa,1732.44998556999,9.99999000001e-07
1081,fa,112678.327586821,9.99999000001e-07
1010,fa,18448.3823936593,7.0999929000071e-05
1138,rd,21907376857.8712,9.99999000001e-07
21,rd,7385492589.01535,1.999998000002e-06
35,fa,4366.75744756396,0.0001649998350001
1067,rd,6855194309.87449,9.99999000001e-07
1002,adc,1882737805.22121,1.999998000002e-06
133,adc,2928181935.15344,9.99999000001e-07
1122,volume_mm3,3451.81840096908,1.999998000002e-06
146,volume_mm3,23409.7982487289,9.99999000001e-07
1108,adc,7517497186.57803,9.99999000001e-07
40,volume_mm3,21.6917195762072,2.999997000003e-06
105,fa,9374.80814297779,9.99999000001e-07
1102,rd,173657287625.241,9.99999000001e-07
1086,volume_mm3,708.313871071175,9.99999000001e-07
1037,adc,14794841992.2463,9.99999000001e-07
127,rd,39656544357.8052,0.0476939523060477
70,fa,5915.84882176199,9.99999000001e-07
1073,adc,144788622076.246,9.99999000001e-07
1016,volume_mm3,1.72410724298987,1.2999987000013e-05
92,rd,347378205707.402,9.99999000001e-07
56,rd,4829927206.83868,0.0023699976300023
1158,volume_mm3,12245.094706081,4.4999955000045e-05
1144,adc,13981226015.5403,9.99999000001e-07
1052,volume_mm3,648.105399945533,9.99999000001e-07
77,volume_mm3,27.6733054997817,9.99999000001e-07
112,volume_mm3,247.098513157343,9.99999000001e-07
1117,fa,7675.60741351274,2.999997000003e-06
63,adc,28830823731.3738,9.99999000001e-07
36,fa,23416.8873552516,9.99999000001e-07
1152,fa,3867.12481153926,9.99999000001e-07
1046,fa,111188.65847884,9.99999000001e-07
1033,rd,2419348513.7608,0.440615559384441
22,rd,30375805370.1607,9.99999000001e-07
1103,rd,51571512948.6128,1.999998000002e-06
163,rd,15073982423.6781,9.99999000001e-07
98,adc,92184072841.7505,9.99999000001e-07
28,adc,53894040890.5637,9.99999000001e-07
1082,fa,19748.9903993128,9.99999000001e-07
147,volume_mm3,0.131912189850619,9.99999000001e-07
7,volume_mm3,143.348381206633,9.99999000001e-07
1109,adc,45459085565.8459,9.99999000001e-07
1123,volume_mm3,188.109293217388,9.99999000001e-07
134,adc,17793284408.544,9.99999000001e-07
1003,adc,12397166320.0033,8.999991000009e-06
1011,fa,4294.49612241679,6.999993000007e-06
142,fa,22650.5050233815,9.99999000001e-07
41,volume_mm3,249.636659860794,3.999996000004e-06
1139,rd,7607682654.47458,9.99999000001e-07
1087,volume_mm3,3694.29133573625,9.99999000001e-07
1068,rd,78638809015.1489,9.99999000001e-07
57,rd,3018097430.24883,4.999995000005e-06
1038,adc,28034004638.3686,9.99999000001e-07
1074,adc,79579101240.3712,9.99999000001e-07
106,fa,7127.69510989406,9.99999000001e-07
128,rd,21106483011.7883,1.999998000002e-06
1017,volume_mm3,25.8606801924154,9.99999000001e-07
71,fa,888.011731795297,6.6999933000067e-05
93,rd,253782376338.582,9.99999000001e-07
78,volume_mm3,5.13892446993915,4.999995000005e-06
1159,volume_mm3,41548.3193746464,9.99999000001e-07
1145,adc,56372354494.4753,9.99999000001e-07
1053,volume_mm3,6.73979407716214,1.999998000002e-06
1118,fa,188.489876599422,0.0001799998200001
113,volume_mm3,18.2130934284215,9.99999000001e-07
1153,fa,6281.74569945221,9.99999000001e-07
64,adc,8316663854.13207,9.99999000001e-07
37,fa,5582.54299977514,1.0999989000011e-05
1034,rd,26546038706.2268,1.999998000002e-06
1047,fa,525.89574274093,1.1999988000012e-05
23,rd,28234324198.8351,9.99999000001e-07
1104,rd,59707594143.0016,4.999995000005e-06
29,adc,162334035689.192,9.99999000001e-07
164,rd,21286910098.625,9.99999000001e-07
99,adc,7024186606.74088,0.0066819933180066
1004,adc,51130649962.5725,9.99999000001e-07
1110,adc,1347807797.05494,0.0025209974790025
8,volume_mm3,9.2547319308095,9.99999000001e-07
1124,volume_mm3,485.178492355347,9.99999000001e-07
1083,fa,2291.9735695902,9.99999000001e-07
135,adc,10190286568.9107,9.99999000001e-07
148,volume_mm3,10.9941179787235,9.99999000001e-07
58,rd,68133755458.5012,9.99999000001e-07
1069,rd,52731966074.4607,9.99999000001e-07
1088,volume_mm3,758.466263732321,9.99999000001e-07
143,fa,2528.16469790398,9.99999000001e-07
1140,rd,71973394252.6967,9.99999000001e-07
42,volume_mm3,4.50687360341959,0.0016579983420016
1039,adc,1561879436.97015,2.7999972000028e-05
72,fa,36191.9981319976,1.999998000002e-06
1012,fa,3763.96641917743,0.0025299974700025
1075,adc,9636552706.64595,0.068947931052069
129,rd,28061671246.7425,9.99999000001e-07
1018,volume_mm3,1861.26163120165,9.99999000001e-07
107,fa,21060.819386451,9.99999000001e-07
94,rd,89030695835.1975,9.99999000001e-07
1160,volume_mm3,271.812656550883,4.6999953000047e-05
79,volume_mm3,993.39417318106,0.013993986006014
1146,adc,21702966928.3192,9.99999000001e-07
1054,volume_mm3,111.365883949169,9.99999000001e-06
1119,fa,6601.05358886249,9.99999000001e-07
1154,fa,5167.31204580307,9.99999000001e-07
114,volume_mm3,21.0881930604786,9.99999000001e-07
59,rd,20649248714.0538,9.99999000001e-07
1048,fa,654.785019108641,0.0001189998810001
100,adc,1938192866.97822,0.0005059994940005
65,adc,12855054237.1271,9.99999000001e-07
38,fa,8884.70198689462,9.99999000001e-07
1035,rd,6467350131.80236,4.999995000005e-06
24,rd,70818529215.7021,9.99999000001e-07
165,rd,47700417881.7738,9.99999000001e-07
1111,adc,100220193924.814,1.999998000002e-06
30,adc,4030884629.09621,0.0009279990720009
1105,rd,39094314404.4242,0.002009997990002
1005,adc,33135667504.1109,9.99999000001e-07
1125,volume_mm3,3094.19965880513,9.99999000001e-07
1084,fa,3755.58473859132,9.99999000001e-07
149,volume_mm3,478.499405110993,9.99999000001e-07
1089,volume_mm3,0.589858809261873,7.999992000008e-06
136,adc,181587741.425228,0.0033129966870033
130,rd,3009032233.32588,5.4999945000055e-05
1040,adc,28897008567.9681,9.99999000001e-07
1141,rd,22593516521.627,9.99999000001e-07
43,volume_mm3,86.5928088792644,9.99999000001e-07
1070,rd,81780780448.6305,9.99999000001e-07
73,fa,7500.67695292512,9.99999000001e-07
144,fa,24103.0500965982,9.99999000001e-07
9,volume_mm3,20.0670784455529,2.4999975000025e-05
1076,adc,4119290508.51672,4.999995000005e-06
95,rd,1232615223.68361,0.0355859644140356
1013,fa,791.097175884098,9.99999000001e-07
1019,volume_mm3,0.350428498046927,4.1999958000042e-05
108,fa,220.174659595996,1.7999982000018e-05
1,fa,16138.340631102,9.99999000001e-07
1161,volume_mm3,29.0340508396176,0.0003159996840003
80,volume_mm3,0.858217321307147,0.167724832275168
1147,adc,49587861434.8825,9.99999000001e-07
1055,volume_mm3,38.5983445651223,8.999991000009e-06
101,adc,195784392357.41,9.99999000001e-07
1120,fa,596.114089851967,1.999998000002e-06
115,volume_mm3,37.7820056962579,1.999998000002e-06
1155,fa,1388.98850180539,1.3999986000014e-05
1049,fa,5562.22484192452,9.99999000001e-07
39,fa,105342.567174024,9.99999000001e-07
1036,rd,57441969898.8094,9.99999000001e-07
66,adc,22682665854.5345,9.99999000001e-07
60,rd,6725386386.62108,9.99999000001e-07
166,rd,77039085569.095,9.99999000001e-07
1112,adc,5756036937.87791,2.6999973000027e-05
25,rd,17683131757.1705,9.99999000001e-07
1090,volume_mm3,14247.4378612032,9.99999000001e-07
1126,volume_mm3,1106.45448383271,9.99999000001e-07
1006,adc,9381155504.74794,9.99999000001e-07
31,adc,37207693366.2708,9.99999000001e-07
1106,rd,18895492129.3752,0.0067129932870067
137,adc,42001151274.7295,9.99999000001e-07
150,volume_mm3,235716.800316553,9.99999000001e-07
1085,fa,10316.76008653,9.99999000001e-07
44,volume_mm3,1.19154536801981,8.999991000009e-06
1071,rd,20711594419.2059,3.999996000004e-06
1041,adc,25755296160.1275,9.99999000001e-07
131,rd,17489556431.7942,1.999998000002e-06
74,fa,1312.13866634626,9.99999000001e-07
145,fa,18068.9160605697,9.99999000001e-07
10,volume_mm3,94.7753017951944,5.4999945000055e-05
1077,adc,38794454593.323,9.99999000001e-07
1014,fa,15924.0427550652,9.99999000001e-07
96,rd,236323097059.709,9.99999000001e-07
1142,rd,99015529974.0405,9.99999000001e-07
1020,volume_mm3,0.688042462579929,0.003022996977003
109,fa,1888.85320280469,1.999998000002e-06
2,fa,5191.22879562192,9.99999000001e-07
1162,volume_mm3,83.7937251684152,9.99999000001e-07
81,volume_mm3,1.41732454125702,9.99999000001e-07
1148,adc,920700799.350613,9.99999000001e-07
102,adc,402358948036.207,9.99999000001e-07
1056,volume_mm3,56982.039533813,9.99999000001e-07
1121,fa,5255.55211428453,9.99999000001e-07
1156,fa,8899.50553600156,9.99999000001e-07
40,fa,5266.93015715996,9.99999000001e-07
116,volume_mm3,2.00221468597097,9.99999000001e-07
1050,fa,16223.3329052853,9.99999000001e-07
1001,rd,56882400265.7201,9.99999000001e-07
1037,rd,19459275081.5676,9.99999000001e-07
67,adc,2751105600.15177,9.99999000001e-07
61,rd,73163333848.175,9.99999000001e-07
1113,adc,400867754872.529,9.99999000001e-07
26,rd,688999754994.381,9.99999000001e-07
1091,volume_mm3,0.0056587913835931,9.99999000001e-07
138,adc,1502394951.50768,0.0007439992560007
1107,rd,4296776477.43925,0.186510813489187
45,volume_mm3,499.584904231359,9.99999000001e-07
1007,adc,19903124793.26,9.99999000001e-07
151,volume_mm3,6038.10438809171,9.99999000001e-07
32,adc,354555338351.306,9.99999000001e-07
1127,volume_mm3,192.746329963796,9.99999000001e-07
1072,rd,5060760445.05249,0.133335866664133
1042,adc,44285442670.574,9.99999000001e-07
1086,fa,1154.99206009038,9.99999000001e-07
132,rd,50747656517.9036,9.99999000001e-07
75,fa,26955.2011781775,9.99999000001e-06
11,volume_mm3,71.9730685729143,9.99999000001e-07
146,fa,17146.0258557711,9.99999000001e-07
1015,fa,5462.49374542351,9.99999000001e-07
1078,adc,9058342152.46905,1.999998000002e-05
97,rd,346538759163.201,9.99999000001e-07
1143,rd,17215205321.0447,9.99999000001e-07
1021,volume_mm3,15.608890133303,1.4999985000015e-05
110,fa,5743.19361765149,9.99999000001e-07
3,fa,38308.8534369475,9.99999000001e-07
82,volume_mm3,2.08651003148392,0.0001969998030001
1163,volume_mm3,318.178670283114,9.99999000001e-07
1149,adc,913938023.876841,1.999998000002e-06
1122,fa,4662.66805948603,3.999996000004e-06
103,adc,157988788748.583,9.99999000001e-07
1002,rd,2327186678.19313,1.999998000002e-06
1157,fa,15824.0182614308,0.0003249996750003
1057,volume_mm3,0.0090200134305686,3.999996000004e-05
1051,fa,3975.40929575767,0.0004579995420004
117,volume_mm3,20863.2977173292,9.99999000001e-07
41,fa,1341.01665958132,1.999998000002e-06
1038,rd,19895670088.5292,9.99999000001e-07
68,adc,51093246635.614,9.99999000001e-07
27,rd,39734835834.1259,9.99999000001e-07
1114,adc,10470161059.3357,5.6999943000057e-05
62,rd,3667343704.29606,1.999998000002e-06
46,volume_mm3,791.276391721057,0.0116209883790116
139,adc,29656457828.5282,9.99999000001e-07
1108,rd,6170488689.9225,9.99999000001e-07
33,adc,3354940583.14656,0.0238439761560238
152,volume_mm3,307.617242758234,9.99999000001e-07
1073,rd,220947479514.835,9.99999000001e-07
1092,volume_mm3,3050.01495767084,9.99999000001e-07
1008,adc,41792922920.7702,9.99999000001e-07
1128,volume_mm3,401656.078896242,9.99999000001e-07
1043,adc,445782867312.51,9.99999000001e-07
1087,fa,18259.0195659559,9.99999000001e-07
133,rd,9090160712.00037,9.99999000001e-07
76,fa,24666.2501671871,9.99999000001e-07
1016,fa,3889.2725687096,7.999992000008e-06
12,volume_mm3,75.8284729596409,9.99999000001e-07
147,fa,1173.11081466937,9.99999000001e-07
1079,adc,39188893211.9467,9.99999000001e-07
98,rd,95687771658.7728,9.99999000001e-07
1144,rd,43316449949.3543,9.99999000001e-07
1022,volume_mm3,183.688470833189,0.0002419997580002
111,fa,10655.024274965,9.99999000001e-07
4,fa,5631.26513994797,4.4999955000045e-05
83,volume_mm3,78.6318917241972,9.99999000001e-07
1123,fa,3347.74775496336,9.99999000001e-07
104,adc,26994552668.1501,0.0017179982820017
1164,volume_mm3,5222.38505453752,0.0002109997890002
1150,adc,46962589770.8124,9.99999000001e-07
1003,rd,23765220035.1409,8.999991000009e-06
69,adc,57974877831.8102,9.99999000001e-07
42,fa,8405.76607325499,0.0007159992840007
1158,fa,5777.58082004474,4.4999955000045e-05
118,volume_mm3,184.09426263399,9.99999000001e-07
1058,volume_mm3,1738.52146817515,0.0001189998810001
1052,fa,6396.46620026802,9.99999000001e-07
1039,rd,1987683195.08589,2.7999972000028e-05
1115,adc,145903706958.011,9.99999000001e-07
47,volume_mm3,28774.2395357623,9.99999000001e-07
28,rd,30339782297.4328,9.99999000001e-07
63,rd,38601133408.7604,9.99999000001e-07
140,adc,8751244768.34055,9.99999000001e-07
1109,rd,40544242575.5746,9.99999000001e-07
1044,adc,32584902730.2919,9.99999000001e-07
1074,rd,80107428859.0484,9.99999000001e-07
1129,volume_mm3,7352.01123722103,9.99999000001e-07
153,volume_mm3,203.435391770702,0.0001599998400001
1088,fa,1938.20244230337,9.99999000001e-07
1009,adc,3195700972.73826,9.99999000001e-07
34,adc,17167598201.7191,7.999992000008e-06
1093,volume_mm3,358.925290129087,1.999998000002e-05
77,fa,15419.7859716464,9.99999000001e-07
134,rd,28960121113.1537,9.99999000001e-07
1017,fa,3562.01310069545,9.99999000001e-07
13,volume_mm3,2496.35663464969,9.99999000001e-07
148,fa,17893.5338335882,9.99999000001e-07
1145,rd,122973250604.0,9.99999000001e-07
1080,adc,8775921251.66851,0.0001239998760001
99,rd,10439271160.2619,0.0066809933190066
1023,volume_mm3,2619.04506075424,9.8999901000099e-05
112,fa,33981.3810226921,9.99999000001e-07
5,fa,3450.87484206095,1.0999989000011e-05
1124,fa,1534.85265186719,9.99999000001e-07
84,volume_mm3,8470.77053655417,1.999998000002e-06
1165,volume_mm3,127034.764711338,3.1999968000032e-05
105,adc,73669610378.9474,9.99999000001e-07
1004,rd,59128253508.8371,9.99999000001e-07
1151,adc,37163834210.3568,9.99999000001e-07
70,adc,25795599140.8124,9.99999000001e-07
119,volume_mm3,26.8593560442199,9.99999000001e-07
1053,fa,5944.94925432884,9.99999000001e-07
43,fa,3339.10561641715,9.99999000001e-07
1059,volume_mm3,0.512933824085535,9.99999000001e-07
1159,fa,623.128450472614,9.99999000001e-07
29,rd,109259740702.225,9.99999000001e-07
1040,rd,37125450657.0992,9.99999000001e-07
48,volume_mm3,6624.61772771481,9.99999000001e-07
64,rd,13161492805.4112,9.99999000001e-07
1116,adc,92342050720.5366,9.99999000001e-07
1045,adc,74908554939.923,9.99999000001e-07
1094,volume_mm3,26281.9871248468,1.999998000002e-06
141,adc,17440658669.7415,9.99999000001e-07
1089,fa,3822.96870556037,9.99999000001e-07
1110,rd,1760795291.54446,0.0025199974800025
1075,rd,8289176585.32236,0.068947931052069
154,volume_mm3,3401.84199235155,9.99999000001e-07
1010,adc,35292627211.1653,6.5999934000066e-05
1130,volume_mm3,36854.3790087894,1.999998000002e-06
78,fa,9029.11686987863,9.99999000001e-07
35,adc,6401266361.36698,0.0001729998270001
1018,fa,16124.9898106754,1.999998000002e-06
135,rd,43411892493.1438,9.99999000001e-07
14,volume_mm3,800.291750469596,9.99999000001e-07
1081,adc,64167159043.3319,9.99999000001e-07
149,fa,6782.24848151989,9.99999000001e-07
1146,rd,16933648728.7151,9.99999000001e-07
100,rd,5121402573.80211,0.0005059994940005
1024,volume_mm3,716.431505918973,9.99999000001e-07
113,fa,18474.5189395014,1.999998000002e-06
6,fa,1586.17665195885,0.0002079997920002
85,volume_mm3,26.7860725343266,9.99999000001e-07
1125,fa,19562.8727439966,9.99999000001e-07
1166,volume_mm3,89.8768939333926,0.0001419998580001
106,adc,113569899442.197,9.99999000001e-07
1005,rd,26592606728.2867,9.99999000001e-07
1152,adc,382488727.963282,9.99999000001e-07
1041,rd,31774682220.9401,9.99999000001e-07
1054,fa,22369.8166909946,9.99999000001e-06
49,volume_mm3,48.1027562933334,9.99999000001e-07
71,adc,6264182151.95619,5.999994000006e-05
120,volume_mm3,14.3340814496996,0.0002719997280002
44,fa,189.411859178349,2.7999972000028e-05
65,rd,20576067513.0244,9.99999000001e-07
1117,adc,119636560329.547,9.99999000001e-07
1060,volume_mm3,2.18748931796818,0.0001769998230001
30,rd,4895982685.24351,0.0009279990720009
1160,fa,1611.89279580855,5.999994000006e-05
1095,volume_mm3,125.182481850742,2.0999979000021e-05
142,adc,110146743614.455,9.99999000001e-07
1046,adc,66110080105.8679,9.99999000001e-07
1076,rd,3798033347.02461,4.999995000005e-06
1111,rd,80452865839.8485,1.999998000002e-06
1131,volume_mm3,594329.48355444,9.99999000001e-07
1090,fa,11705.4703149335,9.99999000001e-07
155,volume_mm3,20122.5569513109,9.99999000001e-07
79,fa,626.694398865441,0.0144199855800144
1011,adc,14528651733.5125,5.999994000006e-06
36,adc,50802600062.0496,9.99999000001e-07
1019,fa,4608.10608269282,9.99999000001e-07
136,rd,192514674.803262,0.0033129966870033
1082,adc,27165995833.3274,9.99999000001e-07
15,volume_mm3,3.37739789456201,9.99999000001e-07
150,fa,1729.13375010946,9.99999000001e-07
1147,rd,13870229619.0841,9.99999000001e-07
101,rd,114719119571.629,9.99999000001e-07
1025,volume_mm3,1.29470790227044,5.999994000006e-06
114,fa,5308.33956708345,9.99999000001e-07
7,fa,6566.84796303766,9.99999000001e-07
86,volume_mm3,6485.79860956111,9.99999000001e-07
1,adc,20366905101.2441,9.99999000001e-07
1126,fa,1851.31322203501,9.99999000001e-07
1153,adc,38491245243.1895,9.99999000001e-07
107,adc,142636330919.093,9.99999000001e-07
1061,volume_mm3,1832.1858650284,1.999998000002e-06
1042,rd,52009410113.8137,9.99999000001e-07
1006,rd,8698558085.37867,9.99999000001e-07
50,volume_mm3,5179.79994217672,9.99999000001e-07
1055,fa,3189.8182361353,2.999997000003e-06
31,rd,41269366171.9384,9.99999000001e-07
121,volume_mm3,4.44814877085571,9.99999000001e-07
72,adc,40956336724.0331,9.99999000001e-07
