roi,metric,statistic,pvalue
117,rd,61546860972.3906,9.99999000001e-07
60,fa,1943.53843121842,9.99999000001e-07
166,fa,20110.774194007,9.99999000001e-07
1147,volume_mm3,0.108890807132967,1.3999986000014e-05
122,adc,14943491835.3027,9.99999000001e-07
46,rd,5829404093.41695,0.0108559891440109
158,adc,94885111138.9489,9.99999000001e-07
1098,adc,229993544929.261,9.99999000001e-07
31,volume_mm3,1938.72488994353,9.99999000001e-07
81,rd,55609361891.1788,9.99999000001e-07
10,rd,11178219426.2889,8.999991000009e-06
130,fa,371.902845112891,6.7999932000068e-05
1111,volume_mm3,1340.73155388445,3.999996000004e-06
1041,volume_mm3,333.349085115932,9.99999000001e-07
23,fa,29609.112312874,9.99999000001e-07
1022,rd,1507901279.38304,0.0002109997890002
1128,rd,98836200959.0382,9.99999000001e-07
1093,rd,20131470317.1083,2.4999975000025e-05
102,volume_mm3,102394.783911155,9.99999000001e-07
137,volume_mm3,8816.72301155628,9.99999000001e-07
66,volume_mm3,7.21360078693969,9.99999000001e-07
1107,fa,1938.3977214194,0.185941814058186
153,rd,7564140731.1239,0.0001559998440001
1058,rd,1538166316.28129,0.0001099998900001
1063,adc,1824247064.57399,9.99999000001e-07
1006,volume_mm3,815.691584800113,9.99999000001e-07
53,adc,15449488902.1137,1.999998000002e-05
1036,fa,33138.4259703722,9.99999000001e-07
1028,adc,6347423667.39539,9.99999000001e-07
17,adc,24126381970.0467,2.999997000003e-06
1134,adc,3697746986.78874,9.99999000001e-07
1164,rd,4558382998.8685,0.0002229997770002
1071,fa,2968.05981176189,3.999996000004e-06
88,adc,69642379564.2613,9.99999000001e-07
96,fa,11726.1592441259,9.99999000001e-07
1148,volume_mm3,8.17635518383589,9.99999000001e-07
1001,fa,29167.0217738319,9.99999000001e-07
118,rd,14567617716.3644,9.99999000001e-07
1142,fa,18445.0623315204,9.99999000001e-07
1077,volume_mm3,42.5952119627298,9.99999000001e-07
61,fa,9897.60745708314,9.99999000001e-07
47,rd,83013959590.5565,9.99999000001e-07
123,adc,4318378120.42087,2.2999977000023e-05
159,adc,7670211827.06088,9.99999000001e-07
82,rd,15006661568.8373,9.99999000001e-06
1099,adc,34109154985.2598,5.6999943000057e-05
32,volume_mm3,37.5190669283286,9.99999000001e-07
11,rd,5501141246.84263,9.99999000001e-07
131,fa,2951.68478438799,3.999996000004e-06
1042,volume_mm3,34.7327779797048,9.99999000001e-07
1112,volume_mm3,21.1185475009265,5.8999941000059e-05
24,fa,38812.0349497711,9.99999000001e-07
1023,rd,1841677434.49433,9.3999906000094e-05
1129,rd,102547068838.504,9.99999000001e-07
1094,rd,27754447886.6813,9.99999000001e-07
138,volume_mm3,4805.61007923226,0.0007469992530007
103,volume_mm3,9954.49680077083,9.99999000001e-07
1007,volume_mm3,124.701488674674,9.99999000001e-07
1059,rd,4849325466.81744,1.999998000002e-06
154,rd,2407093302.19655,9.99999000001e-07
67,volume_mm3,430.770764163089,9.99999000001e-07
1108,fa,2223.5062951869,1.999998000002e-06
1064,adc,9461374763.3216,5.1999948000052e-05
54,adc,17652138765.9088,9.99999000001e-07
1029,adc,10265024120.501,9.99999000001e-07
18,adc,1744209669.8024,0.0002509997490002
1037,fa,16878.6365642933,9.99999000001e-07
1072,fa,3411.68778528292,0.134873865126135
1165,rd,18270624518.4523,3.2999967000033e-05
97,fa,67096.001207512,9.99999000001e-07
1135,adc,13351596777.1511,9.99999000001e-07
1149,volume_mm3,19.8317002007665,7.999992000008e-06
1002,fa,841.451032639573,2.999997000003e-06
89,adc,3263702853.70206,2.999997000003e-06
119,rd,2535708834.14616,9.99999000001e-07
1143,fa,2180.55510372422,9.99999000001e-07
62,fa,7003.28284443808,1.999998000002e-06
1078,volume_mm3,8.70105744626295,4.999995000005e-06
124,adc,9613816860.45098,9.99999000001e-07
48,rd,11843860918.3983,9.99999000001e-07
1100,adc,7240735358.2594,0.0114019885980114
83,rd,41490859305.6976,9.99999000001e-07
160,adc,26934562165.6799,9.99999000001e-07
1043,volume_mm3,9318.06302267166,9.99999000001e-07
33,volume_mm3,0.208266632522287,0.0065979934020066
132,fa,2106.19382955711,9.99999000001e-07
12,rd,39704903008.3068,9.99999000001e-07
1113,volume_mm3,194.680087412508,9.99999000001e-07
25,fa,17052.5434568109,9.99999000001e-07
1024,rd,34800265164.2151,9.99999000001e-07
1130,rd,24650190008.1803,1.999998000002e-06
1095,rd,16105425741.2119,2.4999975000025e-05
104,volume_mm3,1.84576174178334,0.0590519409480591
139,volume_mm3,172944.45700018,9.99999000001e-07
1008,volume_mm3,28.270390824414,9.99999000001e-07
68,volume_mm3,145.666881367864,9.99999000001e-07
1109,fa,12679.8617830049,2.999997000003e-06
155,rd,22150731618.0724,9.99999000001e-07
1065,adc,2498329161.65995,0.0004489995510004
55,adc,51327593119.0077,9.99999000001e-07
1060,rd,5741357848.884,0.0006039993960006
1073,fa,115341.247010085,9.99999000001e-07
1030,adc,15666528453.1944,9.99999000001e-07
1038,fa,12667.6399928755,9.99999000001e-07
19,adc,10650575326.3445,9.99999000001e-07
98,fa,12366.9731364037,9.99999000001e-07
1166,rd,12226005673.5181,9.0999909000091e-05
1150,volume_mm3,819826.555210124,9.99999000001e-07
120,rd,4381422219.59265,0.0001409998590001
90,adc,2617464251.71488,1.999998000002e-06
1136,adc,25634862041.3564,9.99999000001e-07
1003,fa,24767.0593229734,8.999991000009e-06
63,fa,13208.2499606561,9.99999000001e-07
125,adc,853651305.781204,0.0105669894330106
1079,volume_mm3,35530.3590288431,9.99999000001e-07
1144,fa,9961.2305677728,9.99999000001e-07
49,rd,6291194102.51341,9.99999000001e-07
133,fa,2871.69435459563,9.99999000001e-07
1101,adc,104614567292.991,9.99999000001e-07
84,rd,17798408756.1823,1.999998000002e-06
1044,volume_mm3,53.3588759428165,1.999998000002e-06
161,adc,124147445.183701,9.99999000001e-07
34,volume_mm3,5.56404001748947,6.3999936000064e-05
13,rd,30448006748.7794,9.99999000001e-07
1114,volume_mm3,4.51363727698877,0.0003019996980003
26,fa,247295.836166801,9.99999000001e-07
1025,rd,22356995842.5701,9.99999000001e-07
1131,rd,19003548832.5326,9.99999000001e-07
105,volume_mm3,345.495179016361,9.99999000001e-07
1096,rd,47675283183.9612,9.99999000001e-07
1066,adc,33079809199.4599,1.1999988000012e-05
1110,fa,356.681195574557,0.0025089974910025
1151,volume_mm3,2512.188482989,9.99999000001e-07
1009,volume_mm3,8.44028076807681,1.999998000002e-06
140,volume_mm3,10.0916082367051,9.99999000001e-07
69,volume_mm3,30.6600060939966,9.99999000001e-07
1031,adc,11192712540.1245,9.99999000001e-07
1074,fa,33629.5845992907,9.99999000001e-07
1039,fa,6870.55292519414,2.999997000003e-05
156,rd,24270414641.0187,9.99999000001e-07
1061,rd,21868206397.0204,1.999998000002e-06
56,adc,3328854815.60944,0.0023689976310023
121,rd,23762208637.7253,9.99999000001e-07
1137,adc,11489959026.485,9.99999000001e-07
1004,fa,47872.51343541,9.99999000001e-07
134,fa,9932.20351990651,9.99999000001e-07
99,fa,1455.62198661046,0.0066389933610066
20,adc,28226843594.9036,8.999991000009e-06
1080,volume_mm3,6.23266739610771,0.0003929996070003
126,adc,2805581430.69038,0.0037419962580037
1145,fa,4719.28021672782,9.99999000001e-07
64,fa,11901.1074318137,9.99999000001e-07
91,adc,441834919705.479,9.99999000001e-07
50,rd,154061412546.231,9.99999000001e-07
1102,adc,77398165588.6439,9.99999000001e-07
85,rd,98603653938.0791,9.99999000001e-07
1045,volume_mm3,4312.04111122321,9.99999000001e-07
14,rd,97930910334.3666,9.99999000001e-07
162,adc,702717392564.887,9.99999000001e-07
1115,volume_mm3,183.236116535556,9.99999000001e-07
27,fa,11380.072804797,9.99999000001e-07
1026,rd,10558192156.8531,9.99999000001e-07
1132,rd,18682573918.2668,9.99999000001e-07
1067,adc,6186569300.44888,9.99999000001e-07
1010,volume_mm3,276.827631925155,0.0005169994830005
1075,fa,6462.565169334,0.0681479318520681
70,volume_mm3,201.766086885525,9.99999000001e-07
135,fa,1695.57927415085,9.99999000001e-07
21,adc,4038307354.86781,1.999998000002e-06
127,adc,4869845624.17964,0.0476909523090477
86,rd,45557826507.3051,9.99999000001e-07
15,rd,22924118223.0951,9.99999000001e-07
1116,volume_mm3,1.22337017039698,9.99999000001e-07
28,fa,10072.410522099,9.99999000001e-07
29,fa,20343.994112733,9.99999000001e-07
