m,block_1,block_2,effect_size,model,scalar_same,omni_same,mase_same,scalar_diff,omni_diff,mase_diff,scalar_precision,omni_precision,mase_precision,scalar_f1,omni_f1,mase_f1,scalar_fp,omni_fp,mase_fp,scalar_tp,omni_tp,mase_tp
200,57,13,1,generate_graphs_4,0.0,0.044210526315789464,0.4829824561403509,0.0,1.0,0.6469230769230769,0.0,1.0,0.26307692307692276,0.0,0.91377144946472,0.27970080854207285,0.0,0.03599999999999995,0.39328571428571457,0.0,0.18571428571428567,0.12014285714285704
200,56,14,1,generate_graphs_1,0.0,0.615,0.9035714285714286,0.0,1.0,0.9985714285714286,0.0,1.0,0.13785714285714276,0.0,0.44948071904897413,0.35663656064652244,0.0,0.4920000000000001,0.7228571428571429,0.0,0.19999999999999962,0.19971428571428537
200,56,14,1,generate_graphs_4,0.0,0.04982142857142857,0.8671428571428572,0.0,1.0,0.9614285714285715,0.0,1.0,0.19500000000000006,0.0,0.9114914437511284,0.34689366573808816,0.0,0.039857142857142834,0.6937142857142858,0.0,0.19999999999999962,0.19228571428571395
200,55,15,1,generate_graphs_1,0.0,0.6690909090909092,0.9443636363636362,0.0,1.0,0.998,0.0,1.0,0.14866666666666656,0.0,0.450026702495878,0.36605195429867615,0.0,0.5257142857142858,0.7419999999999998,0.0,0.2142857142857143,0.21385714285714286
200,55,15,1,generate_graphs_4,0.0,0.05199999999999999,0.9172727272727274,0.0,1.0,1.0,0.0,1.0,0.17199999999999993,0.0,0.9154121541346895,0.373204804494349,0.0,0.04085714285714281,0.7207142857142854,0.0,0.2142857142857143,0.2142857142857143
200,54,16,1,generate_graphs_1,0.0,0.688888888888889,0.9672222222222222,0.0,1.0,1.0,0.0,1.0,0.19125,0.0,0.4636907360517828,0.3803036960901045,0.0,0.5314285714285716,0.7461428571428579,0.0,0.2285714285714281,0.2285714285714281
200,54,16,1,generate_graphs_4,0.0,0.04629629629629629,0.902037037037037,0.0,1.0,1.0,0.0,1.0,0.2725,0.0,0.9296048155305108,0.39692972885731254,0.0,0.03571428571428568,0.6958571428571431,0.0,0.2285714285714281,0.2285714285714281
200,53,17,1,generate_graphs_1,0.0,0.7124528301886792,0.9822641509433961,0.0,1.0,1.0,0.0,1.0,0.2811764705882349,0.0,0.4746819397242917,0.3952878508614889,0.0,0.5394285714285718,0.7437142857142858,0.0,0.24285714285714288,0.24285714285714288
200,53,17,1,generate_graphs_4,0.0,0.051509433962264144,0.8858490566037737,0.0,1.0,1.0,0.0,1.0,0.3764705882352941,0.0,0.9276239481027666,0.42047241518286305,0.0,0.038999999999999965,0.6707142857142862,0.0,0.24285714285714288,0.24285714285714288
200,52,18,1,generate_graphs_1,0.0,0.7486538461538461,0.9778846153846152,0.0,1.0,1.0,0.11111111111111088,1.0,0.3644444444444444,0.0,0.48107833719183885,0.41474793028130114,0.0,0.5561428571428575,0.7264285714285711,0.0,0.2571428571428565,0.2571428571428565
200,52,18,1,generate_graphs_4,0.0,0.048269230769230766,0.8790384615384615,0.0,1.0,1.0,0.11111111111111088,1.0,0.46333333333333365,0.0,0.9365430214252488,0.44099600869352734,0.0,0.03585714285714282,0.6530000000000002,0.0,0.2571428571428565,0.2571428571428565
200,51,19,1,generate_graphs_1,0.0,0.7717647058823529,0.9794117647058821,0.0,1.0,1.0,0.2105263157894736,1.0,0.43421052631578955,0.0,0.49179609999987994,0.4323723308436277,0.0,0.5622857142857146,0.7135714285714282,0.0,0.271428571428572,0.271428571428572
200,51,19,1,generate_graphs_4,0.0,0.05333333333333333,0.8811764705882352,0.0,1.0,1.0,0.2105263157894736,1.0,0.5126315789473685,0.0,0.9344555876782199,0.4587050573952867,0.0,0.03885714285714282,0.6420000000000001,0.0,0.271428571428572,0.271428571428572
200,50,20,1,generate_graphs_1,0.0,0.7881999999999999,0.9710000000000001,0.0,1.0,1.0,0.3000000000000005,1.0,0.48499999999999993,0.0,0.504269397487032,0.45209039782754057,0.0,0.5630000000000006,0.6935714285714286,0.0,0.2857142857142854,0.2857142857142854
200,50,20,1,generate_graphs_4,0.0,0.051199999999999996,0.8989999999999999,0.0,1.0,1.0,0.3000000000000005,1.0,0.5534999999999999,0.0,0.9409444478073782,0.47131390679106794,0.0,0.03657142857142852,0.6421428571428575,0.0,0.2857142857142854,0.2857142857142854
200,49,21,1,generate_graphs_1,0.0,0.8210204081632653,0.9708163265306121,0.0,1.0,1.0,0.3809523809523803,1.0,0.53,0.0,0.5113678924973472,0.4692928504318549,0.0,0.5747142857142861,0.6795714285714294,0.0,0.3000000000000005,0.3000000000000005
200,49,21,1,generate_graphs_4,0.0,0.05306122448979592,0.9104081632653062,0.0,1.0,1.0,0.3809523809523803,1.0,0.5961904761904766,0.0,0.9427469777621073,0.48529984894548633,0.0,0.0371428571428571,0.6372857142857145,0.0,0.3000000000000005,0.3000000000000005
200,48,22,1,generate_graphs_1,0.0,0.8370833333333333,0.9683333333333333,0.0,1.0,1.0,0.45454545454545375,1.0,0.5890909090909093,0.0,0.5231815489497651,0.48657220688891856,0.0,0.5740000000000003,0.6639999999999995,0.0,0.31428571428571384,0.31428571428571384
200,48,22,1,generate_graphs_4,0.0,0.04708333333333334,0.9260416666666668,0.0,1.0,1.0,0.45454545454545375,1.0,0.631818181818182,0.0,0.9522263019669779,0.4977718151224817,0.0,0.03228571428571426,0.6350000000000001,0.0,0.31428571428571384,0.31428571428571384
200,47,23,1,generate_graphs_1,0.0,0.846808510638298,0.9685106382978722,0.0,1.0,1.0,0.5217391304347818,1.0,0.6343478260869565,0.0,0.5366066292965609,0.5029658806223192,0.0,0.568571428571429,0.6502857142857142,0.0,0.32857142857142896,0.32857142857142896
200,47,23,1,generate_graphs_4,0.0,0.05148936170212764,0.9323404255319151,0.0,1.0,1.0,0.5217391304347818,1.0,0.646521739130435,0.0,0.9508493133757224,0.5123619128751862,0.0,0.03457142857142854,0.6260000000000004,0.0,0.32857142857142896,0.32857142857142896
200,46,24,1,generate_graphs_1,0.0,0.8580434782608697,0.9665217391304348,0.0,1.0,1.0,0.5833333333333341,1.0,0.6679166666666667,0.0,0.5492029904251887,0.5195031048422603,0.0,0.5638571428571434,0.6351428571428578,0.0,0.34285714285714236,0.34285714285714236
200,46,24,1,generate_graphs_4,0.0,0.05326086956521738,0.9497826086956521,0.0,1.0,1.0,0.5833333333333341,1.0,0.6741666666666662,0.0,0.9525227924727518,0.5237019055805436,0.0,0.03499999999999996,0.6241428571428577,0.0,0.34285714285714236,0.34285714285714236
200,45,25,1,generate_graphs_1,0.0,0.8868888888888888,0.9644444444444444,0.0,1.0,1.0,0.600000000000001,1.0,0.714,0.0,0.556435396154103,0.5356908682920412,0.0,0.5701428571428576,0.6200000000000008,0.0,0.3571428571428571,0.3571428571428571
200,45,25,1,generate_graphs_4,0.0,0.058888888888888886,0.9568888888888887,0.0,1.0,1.0,0.600000000000001,1.0,0.718,0.0,0.9504716879116668,0.5374067418015775,0.0,0.037857142857142805,0.6151428571428573,0.0,0.3571428571428571,0.3571428571428571
200,44,26,1,generate_graphs_1,0.0,0.8927272727272729,0.9693181818181816,0.0,1.0,1.0,0.6538461538461536,1.0,0.7473076923076926,0.0,0.5699401144474305,0.5496446958495367,0.0,0.5611428571428577,0.6092857142857141,0.0,0.37142857142857133,0.37142857142857133
200,44,26,1,generate_graphs_4,0.0,0.04295454545454546,0.9595454545454544,0.0,1.0,1.0,0.6538461538461536,1.0,0.7373076923076922,0.0,0.9653767638077462,0.5520575442300888,0.0,0.026999999999999958,0.6031428571428574,0.0,0.37142857142857133,0.37142857142857133
200,43,27,1,generate_graphs_1,0.0,0.9032558139534883,0.9604651162790698,0.0,1.0,1.0,0.7037037037037034,1.0,0.7777777777777776,0.0,0.5819036141414186,0.566907196884592,0.0,0.5548571428571433,0.59,0.0,0.38571428571428606,0.38571428571428606
200,43,27,1,generate_graphs_4,0.0,0.046279069767441866,0.97,0.0,1.0,1.0,0.7037037037037034,1.0,0.7729629629629627,0.0,0.9649530545587176,0.5642818049411392,0.0,0.0284285714285714,0.5958571428571433,0.0,0.38571428571428606,0.38571428571428606
200,42,28,1,generate_graphs_1,0.0,0.9073809523809525,0.9649999999999999,0.0,1.0,1.0,0.75,1.0,0.7949999999999998,0.0,0.5952842420714678,0.580441702036679,0.0,0.5444285714285716,0.5790000000000007,0.0,0.39999999999999925,0.39999999999999925
200,42,28,1,generate_graphs_4,0.0,0.04619047619047619,0.9695238095238095,0.0,1.0,1.0,0.75,1.0,0.8021428571428568,0.0,0.9670697264052163,0.5790809759985014,0.0,0.02771428571428568,0.5817142857142862,0.0,0.39999999999999925,0.39999999999999925
200,41,29,1,generate_graphs_1,0.0,0.9173170731707317,0.9717073170731708,0.0,1.0,1.0,0.7931034482758621,1.0,0.8379310344827584,0.0,0.6068416608176901,0.5929992860145292,0.0,0.5372857142857146,0.5691428571428582,0.0,0.41428571428571376,0.41428571428571376
200,41,29,1,generate_graphs_4,0.0,0.05000000000000001,0.9739024390243902,0.0,1.0,1.0,0.7931034482758621,1.0,0.8196551724137932,0.0,0.9662971877836497,0.5923640711013863,0.0,0.02928571428571425,0.570428571428572,0.0,0.41428571428571376,0.41428571428571376
200,40,30,1,generate_graphs_1,0.0,0.92025,0.9625,0.0,1.0,1.0,0.833333333333333,1.0,0.8453333333333326,0.0,0.6199658488043116,0.609374325917335,0.0,0.5258571428571434,0.55,0.0,0.4285714285714286,0.4285714285714286
200,40,30,1,generate_graphs_4,0.0,0.052750000000000005,0.9782499999999998,0.0,1.0,1.0,0.833333333333333,1.0,0.8456666666666659,0.0,0.9665006439444563,0.6053333530525874,0.0,0.030142857142857096,0.5589999999999999,0.0,0.4285714285714286,0.4285714285714286
200,39,31,1,generate_graphs_1,0.0,0.9392307692307693,0.9535897435897436,0.0,1.0,1.0,0.8709677419354835,1.0,0.8674193548387101,0.0,0.6287871436296153,0.6254294646067275,0.0,0.5232857142857147,0.5312857142857141,0.0,0.442857142857143,0.442857142857143
200,39,31,1,generate_graphs_4,0.0,0.0453846153846154,0.9743589743589743,0.0,1.0,1.0,0.8709677419354835,1.0,0.8780645161290326,0.0,0.972598349929507,0.6200587049868463,0.0,0.025285714285714248,0.5428571428571434,0.0,0.442857142857143,0.442857142857143
200,38,32,1,generate_graphs_1,0.0,0.9457894736842105,0.9592105263157895,0.0,1.0,1.0,0.90625,1.0,0.893125,0.0,0.6405008950978636,0.6373635683672009,0.0,0.5134285714285715,0.520714285714286,0.0,0.4571428571428562,0.4571428571428562
200,38,32,1,generate_graphs_4,0.0,0.04710526315789475,0.9686842105263158,0.0,1.0,1.0,0.90625,1.0,0.8946875,0.0,0.973146040939757,0.6349507795580981,0.0,0.025571428571428544,0.5258571428571434,0.0,0.4571428571428562,0.4571428571428562
200,37,33,1,generate_graphs_1,0.0,0.9494594594594595,0.9605405405405405,0.0,1.0,1.0,0.9393939393939381,1.0,0.9163636363636353,0.0,0.6527428608355271,0.6501893572270281,0.0,0.5018571428571426,0.5077142857142863,0.0,0.4714285714285703,0.4714285714285703
200,37,33,1,generate_graphs_4,0.0,0.0491891891891892,0.9783783783783785,0.0,1.0,1.0,0.9393939393939381,1.0,0.9199999999999988,0.0,0.9735546422661886,0.6458642990253871,0.0,0.025999999999999978,0.5171428571428573,0.0,0.4714285714285703,0.4714285714285703
200,36,34,1,generate_graphs_1,0.0,0.9586111111111111,0.9599999999999999,0.0,1.0,1.0,0.9411764705882331,1.0,0.9317647058823514,0.0,0.6634305957854927,0.663224755324292,0.0,0.49299999999999966,0.49371428571428505,0.0,0.48571428571428577,0.48571428571428577
200,36,34,1,generate_graphs_4,0.0,0.05722222222222222,0.9680555555555554,0.0,1.0,1.0,0.9411764705882331,1.0,0.9297058823529396,0.0,0.9709395710115907,0.6612434525304652,0.0,0.02942857142857139,0.4978571428571423,0.0,0.48571428571428577,0.48571428571428577
200,35,35,1,generate_graphs_1,0.0,0.9622857142857143,0.9651428571428572,0.0,1.0,1.0,0.9428571428571406,1.0,0.9397142857142845,0.0,0.6752300985227451,0.6746495696600866,0.0,0.4811428571428565,0.48257142857142826,0.0,0.5,0.5
200,35,35,1,generate_graphs_4,0.0,0.04828571428571429,0.966857142857143,0.0,1.0,1.0,0.9428571428571406,1.0,0.9391428571428553,0.0,0.9766955614184211,0.6741843180605889,0.0,0.0241428571428571,0.48342857142857093,0.0,0.5,0.5
200,34,36,1,generate_graphs_1,0.0,0.9694117647058824,0.9635294117647059,0.0,1.0,1.0,0.9444444444444432,1.0,0.959166666666667,0.0,0.6860461536086254,0.6874606053939657,0.0,0.4708571428571424,0.46799999999999964,0.0,0.514285714285713,0.514285714285713
200,34,36,1,generate_graphs_4,0.0,0.04470588235294118,0.9720588235294116,0.0,1.0,1.0,0.9444444444444432,1.0,0.9524999999999996,0.0,0.9795987104226463,0.6854691863054346,0.0,0.02171428571428569,0.4721428571428569,0.0,0.514285714285713,0.514285714285713
200,33,37,1,generate_graphs_1,0.0,0.9766666666666666,0.9542424242424242,0.0,1.0,1.0,0.945945945945947,1.0,0.9575675675675681,0.0,0.6966503099971716,0.7016546553233215,0.0,0.4604285714285706,0.4498571428571423,0.0,0.5285714285714299,0.5285714285714299
200,33,37,1,generate_graphs_4,0.0,0.046363636363636364,0.9636363636363635,0.0,1.0,1.0,0.945945945945947,1.0,0.9551351351351356,0.0,0.9799864836917465,0.6995111032946602,0.0,0.021857142857142832,0.4542857142857137,0.0,0.5285714285714299,0.5285714285714299
200,32,38,1,generate_graphs_1,0.0,0.9753125,0.9659374999999999,0.0,1.0,1.0,0.9210526315789461,1.0,0.9318421052631565,0.0,0.7089393017492123,0.7109984488403733,0.0,0.44585714285714234,0.441571428571428,0.0,0.542857142857144,0.542857142857144
200,32,38,1,generate_graphs_4,0.0,0.054375,0.9687499999999999,0.0,1.0,1.0,0.9210526315789461,1.0,0.9284210526315778,0.0,0.9778882492227148,0.7103341953474213,0.0,0.02485714285714282,0.4428571428571425,0.0,0.542857142857144,0.542857142857144
200,31,39,1,generate_graphs_1,0.0,0.9777419354838709,0.9641935483870967,0.0,1.0,1.0,0.8974358974358977,1.0,0.9102564102564095,0.0,0.7201917970265957,0.7230925268759393,0.0,0.4329999999999999,0.42699999999999994,0.0,0.557142857142857,0.557142857142857
200,31,39,1,generate_graphs_4,0.0,0.04612903225806453,0.9596774193548389,0.0,1.0,1.0,0.8974358974358977,1.0,0.9074358974358968,0.0,0.9822367958925083,0.7239699511516361,0.0,0.020428571428571404,0.4249999999999999,0.0,0.557142857142857,0.557142857142857
200,30,40,1,generate_graphs_1,0.0,0.9836666666666666,0.967,0.0,1.0,1.0,0.875,1.0,0.8862500000000003,0.0,0.730562062514973,0.7340123547891708,0.0,0.4215714285714286,0.4144285714285712,0.0,0.5714285714285708,0.5714285714285708
200,30,40,1,generate_graphs_4,0.0,0.054333333333333345,0.9570000000000001,0.0,1.0,1.0,0.875,1.0,0.8872500000000001,0.0,0.9802065764214496,0.7360013995242646,0.0,0.023285714285714257,0.4101428571428569,0.0,0.5714285714285708,0.5714285714285708
200,29,41,1,generate_graphs_1,0.0,0.9848275862068964,0.9744827586206897,0.0,1.0,1.0,0.8536585365853668,1.0,0.8619512195121953,0.0,0.7417010872423709,0.7438072159352358,0.0,0.4079999999999994,0.40371428571428536,0.0,0.5857142857142871,0.5857142857142871
200,29,41,1,generate_graphs_4,0.0,0.052413793103448285,0.9520689655172415,0.0,1.0,1.0,0.8536585365853668,1.0,0.8668292682926827,0.0,0.9820135383117129,0.7481995476159894,0.0,0.021714285714285696,0.39442857142857124,0.0,0.5857142857142871,0.5857142857142871
200,28,42,1,generate_graphs_1,0.0,0.9853571428571427,0.9821428571428571,0.0,1.0,1.0,0.833333333333333,1.0,0.84047619047619,0.0,0.7527839202839206,0.7534311166835075,0.0,0.39414285714285674,0.39285714285714235,0.0,0.600000000000001,0.600000000000001
200,28,42,1,generate_graphs_4,0.0,0.04071428571428572,0.9403571428571429,0.0,1.0,1.0,0.833333333333333,1.0,0.8519047619047617,0.0,0.9867375862497803,0.7614646892767449,0.0,0.01628571428571426,0.37614285714285695,0.0,0.600000000000001,0.600000000000001
200,27,43,1,generate_graphs_1,0.0,0.9855555555555555,0.9951851851851852,0.0,1.0,1.0,0.8139534883720928,1.0,0.8174418604651161,0.0,0.763721901593584,0.7619489954556339,0.0,0.3801428571428573,0.3838571428571431,0.0,0.614285714285714,0.614285714285714
200,27,43,1,generate_graphs_4,0.0,0.05037037037037037,0.9174074074074076,0.0,1.0,1.0,0.8139534883720928,1.0,0.8430232558139538,0.0,0.9846354244548422,0.7766019954431372,0.0,0.019428571428571417,0.35385714285714287,0.0,0.614285714285714,0.614285714285714
200,26,44,1,generate_graphs_1,0.0,0.9903846153846151,1.0,0.0,1.0,1.0,0.7954545454545463,1.0,0.7959090909090918,0.0,0.7736437661961643,0.7719298245614027,0.0,0.36785714285714277,0.37142857142857133,0.0,0.6285714285714277,0.6285714285714277
200,26,44,1,generate_graphs_4,0.0,0.04730769230769231,0.87,0.0,1.0,1.0,0.7954545454545463,1.0,0.8447727272727277,0.0,0.9863187809313843,0.7960133251091102,0.0,0.017571428571428547,0.3231428571428571,0.0,0.6285714285714277,0.6285714285714277
200,25,45,1,generate_graphs_1,0.0,0.9887999999999999,1.0,0.0,1.0,1.0,0.7777777777777771,1.0,0.7775555555555549,0.0,0.7845406778778414,0.7826086956521732,0.0,0.35314285714285704,0.3571428571428571,0.0,0.6428571428571442,0.6428571428571442
200,25,45,1,generate_graphs_4,0.0,0.05240000000000001,0.8628,0.0,1.0,1.0,0.7777777777777771,1.0,0.8644444444444437,0.0,0.985809258456937,0.8072476169412971,0.0,0.018714285714285687,0.30814285714285733,0.0,0.6428571428571442,0.6428571428571442
200,24,46,1,generate_graphs_1,0.0,0.9962500000000002,1.0,0.0,1.0,1.0,0.7608695652173908,1.0,0.7608695652173908,0.0,0.7937241379310344,0.7931034482758621,0.0,0.3415714285714281,0.34285714285714236,0.0,0.6571428571428579,0.6571428571428579
200,24,46,1,generate_graphs_4,0.0,0.04708333333333333,0.9070833333333335,0.0,1.0,0.9995652173913044,0.7608695652173908,1.0,0.8234782608695649,0.0,0.9879717213586361,0.8090538065183699,0.0,0.016142857142857122,0.3109999999999997,0.0,0.6571428571428579,0.6568571428571437
200,23,47,1,generate_graphs_1,0.0,0.9965217391304345,1.0,0.0,1.0,1.0,0.7446808510638289,1.0,0.7446808510638289,0.0,0.8039728853521955,0.8034188034188035,0.0,0.32742857142857185,0.32857142857142896,0.0,0.6714285714285713,0.6714285714285713
200,23,47,1,generate_graphs_4,0.0,0.05086956521739131,0.9782608695652172,0.0,1.0,1.0,0.7446808510638289,1.0,0.7627659574468081,0.0,0.9878289456151418,0.807003009644751,0.0,0.0167142857142857,0.3214285714285717,0.0,0.6714285714285713,0.6714285714285713
200,22,48,1,generate_graphs_1,0.0,0.9913636363636361,1.0,0.0,1.0,1.0,0.7291666666666664,1.0,0.7291666666666664,0.0,0.8148828845029886,0.8135593220338972,0.0,0.3115714285714283,0.31428571428571384,0.0,0.6857142857142847,0.6857142857142847
200,22,48,1,generate_graphs_4,0.0,0.05727272727272728,0.9981818181818181,0.0,1.0,1.0,0.7291666666666664,1.0,0.7310416666666665,0.0,0.987222408637804,0.813841089885304,0.0,0.017999999999999978,0.31371428571428533,0.0,0.6857142857142847,0.6857142857142847
200,21,49,1,generate_graphs_1,0.0,0.9980952380952381,1.0,0.0,1.0,1.0,0.7142857142857142,1.0,0.7142857142857142,0.0,0.8238085742771685,0.8235294117647058,0.0,0.2994285714285719,0.3000000000000005,0.0,0.7000000000000013,0.7000000000000013
200,21,49,1,generate_graphs_4,0.0,0.061428571428571443,1.0,0.0,1.0,1.0,0.7142857142857142,1.0,0.7142857142857142,0.0,0.9871452779429859,0.8235294117647058,0.0,0.018428571428571405,0.3000000000000005,0.0,0.7000000000000013,0.7000000000000013
200,20,50,1,generate_graphs_1,0.0,0.9969999999999999,1.0,0.0,1.0,1.0,0.7000000000000013,1.0,0.7000000000000013,0.0,0.8337535014005597,0.833333333333333,0.0,0.28485714285714264,0.2857142857142854,0.0,0.7142857142857142,0.7142857142857142
200,20,50,1,generate_graphs_4,0.0,0.053000000000000005,1.0,0.0,1.0,1.0,0.7000000000000013,1.0,0.7000000000000013,0.0,0.9896221388162622,0.833333333333333,0.0,0.015142857142857126,0.2857142857142854,0.0,0.7142857142857142,0.7142857142857142
200,19,51,1,generate_graphs_1,0.0,0.9963157894736842,1.0,0.0,1.0,1.0,0.6862745098039222,1.0,0.6862745098039222,0.0,0.84346694214876,0.8429752066115698,0.0,0.27042857142857185,0.271428571428572,0.0,0.7285714285714279,0.7285714285714279
